Product_Sold | Description,Old Price,Discount Percentages,Current Prices,Rating_out_of_5,Number of Ratings,Link,Unit Available,Sale Type,Brand,Use_Case,RAM,ROM,USD Price,Seller Name,Seller Score,Door Delivery Fees,Door Delivery Date,Door Delivery Ready Time,Pickup Fees,Pickup Date,Pickup Ready Time
"DELL Laptop DELL Vostro 3510 Core I5-1135G7 - 8GB 512 SSD - Nvidia GeForce MX350  DOS ""No Windows"" – Carbon Black",24999.0,10.0,22499.0,0.0,0.0,https://www.jumia.com.eg/dell-laptop-dell-vostro-3510-core-i5-1135g7-8gb-512-ssd-nvidia-geforce-mx350-dos-no-windows-carbon-black-40020126.html,1,Back to school offers,DELL,Laptop,8 GB ,512 SSD,728.12,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Inspiron 5410 All-in-One - Intel Core I5 - 8GB RAM - 1TB HDD + 256GB SSD - 23.8-inch FHD Touch - MX550 2GB GPU - Windows 11 Home,47000.0,4.0,44950.0,0.0,0.0,https://www.jumia.com.eg/dell-inspiron-5410-all-in-one-intel-core-i5-8gb-ram-1tb-hdd-256gb-ssd-23.8-inch-fhd-touch-mx550-2gb-gpu-windows-11-home-31301560.html,2,information not available,DELL,Unknown,8 GB ,1TB HDD,1454.69,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Vostro 3520 ( Core I7-1255U - 8G Ram DDR4-2666 - 512GB NVMe - Intel Iris Xe Graphics - 15.6 FHD 120Hz - Black ) - Ubuntu,0.0,0.0,29000.0,0.0,0.0,https://www.jumia.com.eg/dell-vostro-3520-core-i7-1255u-8g-ram-ddr4-2666-512gb-nvme-intel-iris-xe-graphics-15.6-fhd-120hz-black-ubuntu-45406173.html,1,information not available,DELL,Unknown,512 GB ,unknown,938.51,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Probook 450 G9 - Core  I5 -1235U - 15.6 HD - 8GB - 512GB SSD - MX570 2GB - DOS - Silver Aluminum,49599.0,44.0,27999.0,0.0,0.0,https://www.jumia.com.eg/hp-probook-450-g9-core-i5-1235u-15.6-hd-8gb-512gb-ssd-mx570-2gb-dos-silver-aluminum-31300144.html,2,information not available,HP,Unknown,8 GB ,512GB SSD,906.12,Delta Systems,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Monitor HP P19b G4 -18.5""",4999.0,17.0,4161.0,0.0,0.0,https://www.jumia.com.eg/hp-monitor-hp-p19b-g4-18.5-24748696.html,4,Back to school offers,HP,Unknown,unknown,unknown,134.66,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo Legion 5 ( Core I7 12700H - 16G Ram - 2TB NVME - VGA Nvidia 8G RTX 3070Ti - 15.6FHD 165Hz -Win11 Home - Grey,0.0,0.0,79800.0,0.0,0.0,https://www.jumia.com.eg/lenovo-legion-5-core-i7-12700h-16g-ram-2tb-nvme-vga-nvidia-8g-rtx-3070ti-15.6fhd-165hz-win11-home-grey-32704805.html,2,information not available,Lenovo,Unknown,unknown,unknown,2582.52,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP 15-dy2074nr  Notebook - Intel Core I3 - 8GB RAM - 256GB SSD - 15.6-inch HD Touch - Intel GPU - Win10 Home - Silver,18500.0,3.0,17999.0,0.0,0.0,https://www.jumia.com.eg/hp-15-dy2074nr-notebook-intel-core-i3-8gb-ram-256gb-ssd-15.6-inch-hd-touch-intel-gpu-win10-home-silver-28909953.html,1,information not available,HP,Unknown,8 GB ,256GB SSD,582.49,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP OMEN 16-k0033dx Gaming ( Core I9-12900H – 16G Ram DDR5-4800 – 1TB SSD NVMe-VGA Nvidia 6G RTX 3060-16.1 QHD 165Hz – Win11 ),0.0,0.0,89000.0,0.0,0.0,https://www.jumia.com.eg/hp-omen-16-k0033dx-gaming-core-i9-12900h-16g-ram-ddr5-4800-1tb-ssd-nvme-vga-nvidia-6g-rtx-3060-16.1-qhd-165hz-win11-45014729.html,2,information not available,HP,Gaming,unknown,1TB SSD,2880.26,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo Thinkpad E15 G2 - Intel Core I5 - 8 GB RAM - 512 GB SSD - 15.6-inch FHD - 2GB NVIDIA MX350 GPU - Windows 11 Pro - Black,38000.0,4.0,36500.0,0.0,0.0,https://www.jumia.com.eg/lenovo-thinkpad-e15-g2-intel-core-i5-8-gb-ram-512-gb-ssd-15.6-inch-fhd-2gb-nvidia-mx350-gpu-windows-11-pro-black-32093754.html,2,information not available,Lenovo,Unknown,8  GB ,512 GB SSD,1181.23,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Laptop  DELL Vostro 3510 – Core I5 1135G7 – 4G Ram – 256NVME– VGA Nvidia 2G MX 350  Black - Ubuntu Linux 20.04,23560.0,9.0,21510.0,0.0,0.0,https://www.jumia.com.eg/dell-laptop-dell-vostro-3510-core-i5-1135g7-4g-ram-256nvme-vga-nvidia-2g-mx-350-black-ubuntu-linux-20.04-40020125.html,4,Back to school offers,DELL,Laptop,unknown,unknown,696.12,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus X515EP-BQ8G5W Intel Core I5-1135G7 - RAM 8GB-512GB SSD -Nvidia MX330 2GB- 15.6” FHD-WIN 11 -Slate Grey,21999.0,5.0,20999.0,0.0,0.0,https://www.jumia.com.eg/asus-x515ep-bq8g5w-intelr-coretm-i5-1135g7-ram-8gb-512gb-ssd-nvidia-mx330-2gb-15.6-fhd-win-11-slate-grey-47442229.html,2,information not available,Asus,Unknown,512 GB ,512GB SSD,679.58,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus TUF Dash F15 FX517ZM-AS73 Gaming Laptop - Intel Core I7-12th - 16GB - 512GB - NVIDIA RTX 3060 6GB - 15.6-Inch FHD 144Hz - Win11 - Black - English/Arabic Keyboard,59000.0,12.0,51999.0,0.0,0.0,https://www.jumia.com.eg/asus-tuf-dash-f15-fx517zm-as73-gaming-laptop-intel-core-i7-12th-16gb-512gb-nvidia-rtx-3060-6gb-15.6-inch-fhd-144hz-win11-black-englisharabic-keyboard-30978736.html,2,information not available,Asus,Gaming,16 GB ,unknown,1682.82,goodbox,60.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Inspiron G15 -5510 - Intel Core I5-10500H - 8GB RAM - 512GB SSD - 15.6 Inch FHD - GTX 1650 4GB - Win10 Home - Grey,31500.0,3.0,30555.0,0.0,0.0,https://www.jumia.com.eg/dell-inspiron-g15-5510-intel-core-i5-10500h-8gb-ram-512gb-ssd-15.6-inch-fhd-gtx-1650-4gb-win10-home-grey-26941834.html,2,information not available,DELL,Unknown,8 GB ,512GB SSD,988.83,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo Thinkpad E15 G2 - Intel Core I7 - 8 GB RAM - 512 GB SSD - 15.6-inch FHD - 2GB NVIDIA MX350 GPU - Windows 11 Pro - Black,45000.0,8.0,41500.0,0.0,0.0,https://www.jumia.com.eg/lenovo-thinkpad-e15-g2-intel-core-i7-8-gb-ram-512-gb-ssd-15.6-inch-fhd-2gb-nvidia-mx350-gpu-windows-11-pro-black-32093757.html,1,information not available,Lenovo,Unknown,8  GB ,512 GB SSD,1343.04,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Huawei MateBook B3-520 Laptop - Core I5-1135G7 - 8GB RAM - 512GB SSD - Iris XE GPU - 15.6in FHD - Space Gray - DOS ""No Windows""",40000.0,20.0,32000.0,0.0,0.0,https://www.jumia.com.eg/huawei-matebook-b3-520-laptop-core-i5-1135g7-8gb-ram-512gb-ssd-iris-xe-gpu-15.6in-fhd-space-gray-dos-no-windows-38468120.html,1,information not available,Unknown,Laptop,8 GB ,512GB SSD,1035.6,New Vision Marketplace,46.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP PC HP All-in-one 200 G4 Core I5-10210 1.6 GHz 6MB Intel UHD Graphics- 4GB  1TB KB + Mouse  21.5""- DOS ""No Windows""",28299.0,12.0,24788.0,0.0,0.0,https://www.jumia.com.eg/hp-pc-hp-all-in-one-200-g4-core-i5-10210-1.6-ghz-6mb-intel-uhd-graphics-4gb-1tb-kb-mouse-21.5-dos-no-windows-37363709.html,4,information not available,HP,Unknown,4 GB ,unknown,802.2,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Probook 450 G9 - Core  I5 -1235U - 15.6 HD - 8GB - 512GB SSD - MX570 2GB - DOS - Silver Aluminum,30333.0,9.0,27527.0,0.0,0.0,https://www.jumia.com.eg/hp-probook-450-g9-core-i5-1235u-15.6-hd-8gb-512gb-ssd-mx570-2gb-dos-silver-aluminum-34706499.html,1,Back to school offers,HP,Unknown,8 GB ,512GB SSD,890.84,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL 5515 G15 Gaming Laptop-AMD Ryzen 7-5800H-8GB-512GB SSD-15.6 Inch -4GB Nvidia RTX 3050Ti -Win10,0.0,0.0,40000.0,4.8,0.0,https://www.jumia.com.eg/5515-g15-gaming-laptop-amd-ryzen-7-5800h-8gb-512gb-ssd-15.6-inch-4gb-nvidia-rtx-3050ti-win10-dell-mpg854579.html,4,information not available,DELL,Gaming,512 GB ,512GB SSD,1294.5,flash TECH,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Latitude 5520 BTX: 11th Generation Intel Core I5-1145G7 (4 Core- 8M Cache- Base 2.6GHz- Up To 4.4GHz- VPro)- 15.6″ FHD (1920×1080) Non-Touch- Anti-Glare- 250nits Palmrest- Thunderbolt- Integrated Graphics- HD Camera Bezel With Mic- 16GB-1x16GB- DDR4,0.0,0.0,40000.0,0.0,0.0,https://www.jumia.com.eg/dell-latitude-5520-btx-11th-generation-intel-core-i5-1145g7-4-core-8m-cache-base-2.6ghz-up-to-4.4ghz-vpro-15.6-fhd-19201080-non-touch-anti-glare-250nits-palmrest-thunderbolt-integrated-graphics-hd-camera-bezel-with-mic-16gb1x16gb-ddr4-40049978.html,4,information not available,DELL,Unknown,unknown,unknown,1294.5,Provisions,,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus Vivobook D1603QA-MB007W(Ryzen7 5800H - Ram 8GB -  1TB SSD - GPU AMD  Radeon Shared -Display16 WUXGA-  Win11-  Transparent Silver,0.0,0.0,24449.0,0.0,0.0,https://www.jumia.com.eg/asus-vivobook-d1603qa-mb007wryzen7-5800h-ram-8gb-1tb-ssd-gpu-amd-radeontm-shared-display16-wuxga-win11-transparent-silver-47373491.html,4,information not available,Asus,Unknown,8 GB ,1TB SSD,791.23,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Non Slip Silica  Wrist Rest Mouse Pad Wrist Support Computer Ergonomic Mouse Pad Comfortable,397.0,50.0,199.0,0.0,0.0,https://www.jumia.com.eg/generic-non-slip-silica-wrist-rest-mouse-pad-wrist-support-computer-ergonomic-mouse-pad-comfortable-19529508.html,1,information not available,Unknown,Unknown,unknown,unknown,6.44,JG-Deadpool,60.0,EGP 126.07,24 September,10hrs 36mins,EGP 126.07,24 September,10hrs 36mins
915 Generation For Raspberry Pi 4 Aluminum Case With Cooling Fan,754.56,47.0,397.12,0.0,0.0,https://www.jumia.com.eg/915-generation-for-raspberry-pi-4-aluminum-case-with-cooling-fan-39800830.html,1,information not available,Unknown,Raspberry Pi,unknown,unknown,12.85,JG-maneyuv,66.0,EGP 199.37,24 September,10hrs 36mins,EGP 199.37,24 September,10hrs 36mins
915 Generation New For IBM Lenovo G570 G570A G575 LCD Hinge Set,332.8,47.0,175.04,0.0,0.0,https://www.jumia.com.eg/915-generation-new-for-ibm-lenovo-g570-g570a-g575-lcd-hinge-set-39801405.html,2,information not available,Lenovo,Unknown,unknown,unknown,5.66,JG-maneyuv,66.0,EGP 117.20,24 September,10hrs 36mins,EGP 117.20,24 September,10hrs 36mins
DX01 Mini ITX Desktop Computer Chassis Thin Half Height,1576.0,35.0,1016.96,0.0,0.0,https://www.jumia.com.eg/generic-dx01-mini-itx-desktop-computer-chassis-thin-half-height-46764517.html,1,information not available,ITX,Mini ITX,unknown,unknown,32.91,JG-ZLeternity,54.0,EGP 428.72,24 September,10hrs 36mins,EGP 428.72,24 September,10hrs 36mins
915 Generation Soft Sleeve Bag Case PC Case for Macbook Air Ultrabook,409.6,49.0,210.0,0.0,0.0,https://www.jumia.com.eg/915-generation-soft-sleeve-bag-case-pc-case-for-macbook-air-ultrabook-43019172.html,1,information not available,Unknown,Unknown,unknown,unknown,6.8,JG-tiny spots,74.0,EGP 130.14,24 September,10hrs 36mins,EGP 130.14,24 September,10hrs 36mins
915 Generation Portable Laptop Stand- Aluminum Foldable Holder- 6 Levels,2230.8,49.0,1144.0,0.0,0.0,https://www.jumia.com.eg/915-generation-portable-laptop-stand-aluminum-foldable-holder-6-levels-43025281.html,2,information not available,Unknown,Laptop,unknown,unknown,37.02,JG-tiny spots,74.0,EGP 475.72,24 September,10hrs 36mins,EGP 475.72,24 September,10hrs 36mins
915 Generation New Laptop Bag PC Bag Laptop Case 11 Inch Laptop Bladder PC,1805.6,49.0,926.0,0.0,0.0,https://www.jumia.com.eg/915-generation-new-laptop-bag-pc-bag-laptop-case-11-inch-laptop-bladder-pc-43023615.html,1,information not available,Unknown,Laptop,unknown,unknown,29.97,JG-tiny spots,74.0,EGP 395.06,24 September,10hrs 36mins,EGP 395.06,24 September,10hrs 36mins
915 Generation M09 Mini ITX Computer Chassis HTPC Host Computer Chassis EU Plug,6567.6,49.0,3368.0,0.0,0.0,https://www.jumia.com.eg/915-generation-m09-mini-itx-computer-chassis-htpc-host-computer-chassis-eu-plug-45990571.html,2,information not available,ITX,Mini ITX,unknown,unknown,109.0,JG-tiny spots,74.0,"EGP 1,298.60",24 September,10hrs 36mins,"EGP 1,298.60",24 September,10hrs 36mins
915 Generation PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,487.6,49.0,250.0,0.0,0.0,https://www.jumia.com.eg/915-generation-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-43028646.html,1,information not available,Unknown,Unknown,unknown,unknown,8.09,JG-tiny spots,74.0,EGP 144.94,24 September,10hrs 36mins,EGP 144.94,24 September,10hrs 36mins
Adjustable Holder Stand for Nintendo Switch Game Chassis,1234.0,49.0,632.8,0.0,0.0,https://www.jumia.com.eg/generic-adjustable-holder-stand-for-nintendo-switch-game-chassis-41340714.html,1,information not available,Unknown,Stand,unknown,unknown,20.48,JG-tiny spots,74.0,EGP 286.58,24 September,10hrs 36mins,EGP 286.58,24 September,10hrs 36mins
Portable Laptop Stand- Aluminum Foldable Holder- 6 Levels,2323.2,50.0,1161.6,0.0,0.0,https://www.jumia.com.eg/generic-portable-laptop-stand-aluminum-foldable-holder-6-levels-38143652.html,4,information not available,Unknown,Laptop,unknown,unknown,37.59,JG-liliann,74.0,EGP 482.23,24 September,10hrs 36mins,EGP 482.23,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,331.2,50.0,165.6,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-30916575.html,1,information not available,Unknown,Unknown,unknown,unknown,5.36,JG-liliann,74.0,EGP 113.71,24 September,10hrs 36mins,EGP 113.71,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,508.0,50.0,254.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-38144247.html,2,information not available,Unknown,Unknown,unknown,unknown,8.22,JG-liliann,74.0,EGP 146.42,24 September,10hrs 36mins,EGP 146.42,24 September,10hrs 36mins
915 Generation New Laptop Bag PC Bag Laptop Case 11 Inch Laptop Bladder PC,1880.8,50.0,940.4,0.0,0.0,https://www.jumia.com.eg/915-generation-new-laptop-bag-pc-bag-laptop-case-11-inch-laptop-bladder-pc-45750747.html,1,information not available,Unknown,Laptop,unknown,unknown,30.43,JG-liliann,74.0,EGP 400.39,24 September,10hrs 36mins,EGP 400.39,24 September,10hrs 36mins
Portable Laptop Stand- Aluminum Foldable Holder- 6 Levels,2082.8,44.0,1157.2,0.0,0.0,https://www.jumia.com.eg/generic-portable-laptop-stand-aluminum-foldable-holder-6-levels-36795726.html,2,information not available,Unknown,Laptop,unknown,unknown,37.45,JG-granel,60.0,EGP 480.60,24 September,10hrs 36mins,EGP 480.60,24 September,10hrs 36mins
Adjustable Holder Stand for Nintendo Switch Game Chassis,1152.0,44.0,640.0,0.0,0.0,https://www.jumia.com.eg/generic-adjustable-holder-stand-for-nintendo-switch-game-chassis-36698889.html,2,information not available,Unknown,Stand,unknown,unknown,20.71,JG-granel,60.0,EGP 289.24,24 September,10hrs 36mins,EGP 289.24,24 September,10hrs 36mins
915 Generation New Laptop Bag PC Bag Laptop Case 11 Inch Laptop Bladder PC,1686.4,44.0,936.8,0.0,0.0,https://www.jumia.com.eg/915-generation-new-laptop-bag-pc-bag-laptop-case-11-inch-laptop-bladder-pc-45756932.html,1,information not available,Unknown,Laptop,unknown,unknown,30.32,JG-granel,60.0,EGP 399.06,24 September,10hrs 36mins,EGP 399.06,24 September,10hrs 36mins
For Raspberry Pi Zero/W/Wh Abs Plastic Shell Fixed,250.4,44.0,139.2,0.0,0.0,https://www.jumia.com.eg/generic-for-raspberry-pi-zerowwh-abs-plastic-shell-fixed-38141962.html,1,information not available,Unknown,Raspberry Pi,unknown,unknown,4.5,JG-granel,60.0,EGP 103.94,24 September,10hrs 36mins,EGP 103.94,24 September,10hrs 36mins
Licheers Cell Phone Stand- Angle Height Adjustable Foldable,1077.2,44.0,598.4,0.0,0.0,https://www.jumia.com.eg/generic-licheers-cell-phone-stand-angle-height-adjustable-foldable-46973282.html,1,information not available,Unknown,Stand,unknown,unknown,19.37,JG-granel,60.0,EGP 273.85,24 September,10hrs 36mins,EGP 273.85,24 September,10hrs 36mins
For Raspberry Pi Acrylic Case with Cooling Fan for,576.8,44.0,320.4,0.0,0.0,https://www.jumia.com.eg/generic-for-raspberry-pi-acrylic-case-with-cooling-fan-for-46973268.html,2,information not available,Unknown,Raspberry Pi,unknown,unknown,10.37,JG-granel,60.0,EGP 170.99,24 September,10hrs 36mins,EGP 170.99,24 September,10hrs 36mins
915 Generation USB 20 30 Port Chassis PC Computer Case Audio Front Panel Rep Cable 70cm,280.32,47.0,147.52,0.0,0.0,https://www.jumia.com.eg/915-generation-usb-20-30-port-chassis-pc-computer-case-audio-front-panel-rep-cable-70cm-46727394.html,2,information not available,Unknown,Unknown,unknown,unknown,4.77,JG-maneyuv,66.0,EGP 107.02,24 September,10hrs 36mins,EGP 107.02,24 September,10hrs 36mins
915 Generation ITX Computer Case TX02 Mini Desktop Case Industrial Control HTPC Case,2488.0,47.0,1309.44,0.0,0.0,https://www.jumia.com.eg/915-generation-itx-computer-case-tx02-mini-desktop-case-industrial-control-htpc-case-46730215.html,1,information not available,ITX,Desktop,unknown,unknown,42.38,JG-maneyuv,66.0,EGP 536.93,24 September,10hrs 36mins,EGP 536.93,24 September,10hrs 36mins
M09 HTPC Mini ITX Computer Chassis DC Power Supply,2926.8,35.0,1888.4,0.0,0.0,https://www.jumia.com.eg/generic-m09-htpc-mini-itx-computer-chassis-dc-power-supply-46093336.html,1,information not available,ITX,HTPC,unknown,unknown,61.11,JG-kamit,46.0,EGP 751.15,24 September,10hrs 36mins,EGP 751.15,24 September,10hrs 36mins
DX01 Mini ITX Desktop Computer Chassis Thin Half Height,2711.2,35.0,1749.2,0.0,0.0,https://www.jumia.com.eg/generic-dx01-mini-itx-desktop-computer-chassis-thin-half-height-46120404.html,1,information not available,ITX,Mini ITX,unknown,unknown,56.61,JG-kamit,46.0,EGP 699.64,24 September,10hrs 36mins,EGP 699.64,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,418.4,35.0,270.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-35353413.html,1,information not available,Unknown,Unknown,unknown,unknown,8.74,JG-loyafo,54.0,EGP 152.34,24 September,10hrs 36mins,EGP 152.34,24 September,10hrs 36mins
PHANTEKS Combo Light Strip ARGB Neon Computer Case,1431.2,35.0,923.6,0.0,0.0,https://www.jumia.com.eg/generic-phanteks-combo-light-strip-argb-neon-computer-case-35155732.html,1,information not available,Unknown,Unknown,unknown,unknown,29.89,JG-kamit,46.0,EGP 394.17,24 September,10hrs 36mins,EGP 394.17,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,418.4,35.0,270.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-35215371.html,1,information not available,Unknown,Unknown,unknown,unknown,8.74,JG-kamit,46.0,EGP 152.34,24 September,10hrs 36mins,EGP 152.34,24 September,10hrs 36mins
Metal Case for Zero /Zero 2 W Protective Case Box with GPIO,443.6,35.0,286.4,0.0,0.0,https://www.jumia.com.eg/generic-metal-case-for-zero-zero-2-w-protective-case-box-with-gpio-44160683.html,1,information not available,Unknown,Unknown,unknown,unknown,9.27,JG-natashy,74.0,EGP 158.41,24 September,10hrs 36mins,EGP 158.41,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,266.4,35.0,172.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-35884104.html,1,information not available,Unknown,Unknown,unknown,unknown,5.57,JG-PandaHo,60.0,EGP 116.08,24 September,10hrs 36mins,EGP 116.08,24 September,10hrs 36mins
PHANTEKS Combo Light Strip ARGB Neon Computer Case,1431.2,35.0,923.6,0.0,0.0,https://www.jumia.com.eg/generic-phanteks-combo-light-strip-argb-neon-computer-case-36414770.html,1,information not available,Unknown,Unknown,unknown,unknown,29.89,JG-LCfang,60.0,EGP 394.17,24 September,10hrs 36mins,EGP 394.17,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,418.4,35.0,270.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-35813874.html,1,information not available,Unknown,Unknown,unknown,unknown,8.74,JG-natashy,74.0,EGP 152.34,24 September,10hrs 36mins,EGP 152.34,24 September,10hrs 36mins
PHANTEKS M5 Light Strip ARGB Neon Computer Case Decoration ,1098.4,35.0,708.8,0.0,0.0,https://www.jumia.com.eg/generic-phanteks-m5-light-strip-argb-neon-computer-case-decoration-36395788.html,1,information not available,Unknown,Unknown,unknown,unknown,22.94,JG-natashy,74.0,EGP 314.70,24 September,10hrs 36mins,EGP 314.70,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,266.4,35.0,172.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-35218874.html,1,information not available,Unknown,Unknown,unknown,unknown,5.57,JG-kamit,46.0,EGP 116.08,24 September,10hrs 36mins,EGP 116.08,24 September,10hrs 36mins
M09 HTPC Host Mini ITX Computer Chassis DC Power Supply,2659.6,35.0,1716.0,0.0,0.0,https://www.jumia.com.eg/generic-m09-htpc-host-mini-itx-computer-chassis-dc-power-supply-46085635.html,1,information not available,ITX,HTPC,unknown,unknown,55.53,JG-kamit,46.0,EGP 687.36,24 September,10hrs 36mins,EGP 687.36,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,418.4,35.0,270.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-36319313.html,1,information not available,Unknown,Unknown,unknown,unknown,8.74,JG-ZLeternity,54.0,EGP 152.34,24 September,10hrs 36mins,EGP 152.34,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,266.4,35.0,172.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-36287990.html,4,information not available,Unknown,Unknown,unknown,unknown,5.57,JG-LCfang,60.0,EGP 116.08,24 September,10hrs 36mins,EGP 116.08,24 September,10hrs 36mins
PHANTEKS M5 Light Strip ARGB Neon Computer Case Decoration,1364.8,50.0,682.4,0.0,0.0,https://www.jumia.com.eg/generic-phanteks-m5-light-strip-argb-neon-computer-case-decoration-30847630.html,1,information not available,Unknown,Unknown,unknown,unknown,22.08,JG-liliann,74.0,EGP 304.93,24 September,10hrs 36mins,EGP 304.93,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,418.4,35.0,270.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-35764006.html,1,information not available,Unknown,Unknown,unknown,unknown,8.74,JG-PandaHo,60.0,EGP 152.34,24 September,10hrs 36mins,EGP 152.34,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,266.4,35.0,172.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-36196615.html,2,information not available,Unknown,Unknown,unknown,unknown,5.57,JG-natashy,74.0,EGP 116.08,24 September,10hrs 36mins,EGP 116.08,24 September,10hrs 36mins
PCIe 8 Pin to 2 x 8 Pin (6+2) PCI Express Adapter Power,418.4,35.0,270.0,0.0,0.0,https://www.jumia.com.eg/generic-pcie-8-pin-to-2-x-8-pin-62-pci-express-adapter-power-35926115.html,1,information not available,Unknown,Unknown,unknown,unknown,8.74,JG-LCfang,60.0,EGP 152.34,24 September,10hrs 36mins,EGP 152.34,24 September,10hrs 36mins
Licheers Cell Phone Stand- Angle Height Adjustable Foldable,960.8,35.0,620.0,0.0,0.0,https://www.jumia.com.eg/generic-licheers-cell-phone-stand-angle-height-adjustable-foldable-36416322.html,8,information not available,Unknown,Stand,unknown,unknown,20.06,JG-natashy,74.0,EGP 281.84,24 September,10hrs 35mins,EGP 281.84,24 September,10hrs 35mins
PHANTEKS Combo Light Strip ARGB Neon Computer Case,1431.2,35.0,923.6,0.0,0.0,https://www.jumia.com.eg/generic-phanteks-combo-light-strip-argb-neon-computer-case-36387340.html,2,information not available,Unknown,Unknown,unknown,unknown,29.89,JG-natashy,74.0,EGP 394.17,24 September,10hrs 35mins,EGP 394.17,24 September,10hrs 35mins
PHANTEKS M5 Light Strip ARGB Neon Computer Case Decoration,1098.4,35.0,708.8,0.0,0.0,https://www.jumia.com.eg/generic-phanteks-m5-light-strip-argb-neon-computer-case-decoration-36674732.html,6,information not available,Unknown,Unknown,unknown,unknown,22.94,JG-ZLeternity,54.0,EGP 314.70,24 September,10hrs 35mins,EGP 314.70,24 September,10hrs 35mins
