Product_Sold | Description,Old Price,Discount Percentages,Current Prices,Rating_out_of_5,Number of Ratings,Link,Unit Available,Sale Type,Brand,Use_Case,RAM,ROM,USD Price,Seller Name,Seller Score,Door Delivery Fees,Door Delivery Date,Door Delivery Ready Time,Pickup Fees,Pickup Date,Pickup Ready Time
ITX Computer Case TX02 Mini Desktop Case Industrial,2632.45,45.0,1446.4,0.0,0.0,https://www.jumia.com.eg/generic-itx-computer-case-tx02-mini-desktop-case-industrial-33986045.html,1,information not available,ITX,Desktop,unknown,unknown,46.81,JG-PandaHo,60.0,EGP 587.61,24 September,10hrs 41mins,EGP 587.61,24 September,10hrs 41mins
"HP 15s-eq2015ne Ryzen 3-5300U 4GB 256GB SSD AMD Radeon DOS ""No Windows""",0.0,0.0,12990.0,0.0,0.0,https://www.jumia.com.eg/hp-15s-eq2015ne-ryzen-3-5300u-4gb-256gb-ssd-amd-radeon-dos-no-windows-44750316.html,3,information not available,HP,Unknown,4 GB ,256GB SSD,420.39,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Pavilion X360 14-ek0033dx  Core I5 1235u-8 GB RAM - 512 SSD NVMe - VGA Intel Iris Xe-14.0"" FHD Touch - Win11- Silver- Finger Print",0.0,0.0,34800.0,0.0,0.0,https://www.jumia.com.eg/hp-pavilion-x360-14-ek0033dx-core-i5-1235u-8-gb-ram-512-ssd-nvme-vga-intel-iris-xe-14.0-fhd-touch-win11-silver-finger-print-39280054.html,1,information not available,HP,Unknown,8  GB ,512 SSD,1126.21,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Laptop Dell Vostro 3510  Core I3-1115G4- 4 GB  256 GB SSD Intel UHD Graphics-Ubuntu  Carbon Black,15999.0,15.0,13540.0,0.0,0.0,https://www.jumia.com.eg/dell-laptop-dell-vostro-3510-core-i3-1115g4-4-gb-256-gb-ssd-intel-uhd-graphicsubuntu-carbon-black-40020131.html,5,information not available,DELL,Laptop,4  GB ,256 GB SSD,438.19,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Asus TUF Gaming F15 FX507ZC4-HN002W(Intel Core I7 12700H - Ram 16GB - 512GB SSD - GPU NVIDIA GeForce RTX 3050 4GB- Display 15.6"" FHD 144HZ - OS Win11 - Color MECHA GRAY)",40999.0,2.0,39999.0,0.0,0.0,https://www.jumia.com.eg/asus-tuf-gaming-f15-fx507zc4-hn002wintel-core-i7-12700h-ram-16gb-512gb-ssd-gpu-nvidiar-geforce-rtxtm-3050-4gb-display-15.6-fhd-144hz-os-win11-color-mecha-gray-47596441.html,1,information not available,Asus,Gaming,16 GB ,512GB SSD,1294.47,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Satellite Dynabook -Satellite Pro C50-H-12A- CPU-Cori5 1035G1-RAM 8GB -HARD 256 SSD-15.6-DOS ""No Windows""",19000.0,7.000000000000001,17700.0,0.0,0.0,https://www.jumia.com.eg/satellite-dynabook-satellite-pro-c50-h-12a-cpu-cori5-1035g1-ram-8gb-hard-256-ssd-15.6-dos-no-windows-38596054.html,2,information not available,Unknown,Unknown,8 GB ,256 SSD,572.82,Egypt-Laptop Marketplace,80.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Apple MacBook Air 13.6 M2  256GB  Space Gray Arabic Keyboard,0.0,0.0,58800.0,0.0,0.0,https://www.jumia.com.eg/apple-macbook-air-13.6-m2-256gb-space-gray-arabic-keyboard-38531685.html,1,information not available,Apple,Unknown,256 GB ,unknown,1902.91,Techmart Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo 81Y4010BED IdeaPad Gaming3 - I7-10750H- 16G RAM- 1TB HDD+256GB SSD- GTX 1650 Ti 4GB GDDR6- 15.6"" FHD IPS 120Hz- Dos-Black",0.0,0.0,35000.0,0.0,0.0,https://www.jumia.com.eg/lenovo-81y4010bed-ideapad-gaming3-i7-10750h-16g-ram-1tb-hdd256gb-ssd-gtx-1650-ti-4gb-gddr6-15.6-fhd-ips-120hz-dos-black-45566300.html,2,information not available,Lenovo,Gaming,256 GB ,1TB HDD,1132.69,KMAMZ Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus TUF Gaming F15 FX506HC-HN002W - 15.6-Inch FHD Intel Core i5-11400H 8GB  512GB SSD NVIDIA GeForce RTX 3050 4GB - Eclipse Gray,32055.0,2.0,31461.0,0.0,0.0,https://www.jumia.com.eg/asus-tuf-gaming-f15-fx506hc-hn002w-15.6-inch-fhd-intelr-coretm-i5-11400h-8gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-4gb-eclipse-gray-47166132.html,1,information not available,Asus,Gaming,8 GB ,512GB SSD,1018.16,Jumia,100.0,Free delivery,05 September,5hrs 10mins,Free delivery,05 September,5hrs 10mins
"DELL G15 5520 Gaming Laptop -Intel Core I7-12th -16GB -512GB SSD -NVIDIA RTX 3060 6GB -15.6-Inch FHD 120Hz -DOS ""No Windows"" -Dark Shadow Grey -English/Arabic Keyboard",64999.0,20.0,51999.0,0.0,0.0,https://www.jumia.com.eg/dell-g15-5520-gaming-laptop-intel-core-i7-12th-16gb-512gb-ssd-nvidia-rtx-3060-6gb-15.6-inch-fhd-120hz-dos-no-windows-dark-shadow-grey-englisharabic-keyboard-31028945.html,4,information not available,DELL,Gaming,16 GB ,512GB SSD,1682.82,goodbox,60.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo Gaming 3 15IAH7- Intel Core I5-12500H- 8GB RAM- 512GB SSD- RTX 3050- 15.6 FHD - Onyx Grey,42999.0,14.000000000000002,37149.0,0.0,0.0,https://www.jumia.com.eg/lenovo-gaming-3-15iah7-intel-core-i5-12500h-8gb-ram-512gb-ssd-rtxtm-3050-15.6-fhd-onyx-grey-47570781.html,1,information not available,Lenovo,Gaming,8 GB ,512GB SSD,1202.23,MoreShopping,74.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL G15 5511 Intel Core I7-11800H RAM 16GB 512GB SSD NVIDIA GeForce RTX 3050 4GB 15.6 Inch FHD,0.0,0.0,42900.0,0.0,0.0,https://www.jumia.com.eg/dell-g15-5511-intel-core-i7-11800h-ram-16gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-15.6-inch-fhd-32654676.html,2,information not available,DELL,Unknown,16 GB ,512GB SSD,1388.35,SB Technology,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus TUF DASH F15 FX517ZE-HN007W ( Core I7-12650H – 16GB Ram – 512GB NVMe – VGA Nvidia 6G RTX 3060 – 15.6 FHD 144Hz – Win11 ),0.0,0.0,55500.0,0.0,0.0,https://www.jumia.com.eg/asus-tuf-dash-f15-fx517ze-hn007w-core-i7-12650h-16gb-ram-512gb-nvme-vga-nvidia-6g-rtx-3060-15.6-fhd-144hz-win11-38469115.html,1,information not available,Asus,Unknown,16 GB ,unknown,1796.12,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP 15-eg0097ne Core I7-1165G7 8GB 512GB SSD  MX450,0.0,0.0,29990.0,0.0,0.0,https://www.jumia.com.eg/hp-15-eg0097ne-core-i7-1165g7-8gb-512gb-ssd-mx450-45440614.html,1,information not available,HP,Unknown,8 GB ,512GB SSD,970.55,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo Ideapad 3 15ITL6 Laptop – Intel Core I5-1135G7-15.6-inch – 8GB RAM - 1TB HDD - MX350 2GB GPU - DOS –Abyss Blue,25000.0,18.0,20400.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-3-15itl6-laptop-intel-core-i5-1135g7-15.6-inch-8gb-ram-1tb-hdd-mx350-2gb-gpu-dos-abyss-blue-38681413.html,1,information not available,Lenovo,Laptop,8 GB ,1TB HDD,660.19,Arab business Marketplace,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL G15-5511 Gaming Laptop - Intel Core I7 11800H - 16GB RAM -  512GB NVMe SSD -  15.6'' FHD 120Hz - RTX 3060 6GB GPU -  Ubuntu - Grey,50000.0,3.0,48299.0,0.0,0.0,https://www.jumia.com.eg/dell-g15-5511-gaming-laptop-intel-core-i7-11800h-16gb-ram-512gb-nvme-ssd-15.6-fhd-120hz-rtx-3060-6gb-gpu-ubuntu-grey-32324921.html,3,information not available,DELL,Gaming,16 GB ,unknown,1563.07,flash TECH,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Pavilion 15-eg0063ne Core I5-1135G7-8GB-512GB SSD-MX 350-win 10,27490.0,2.0,26990.0,0.0,0.0,https://www.jumia.com.eg/hp-pavilion-15-eg0063ne-core-i5-1135g7-8gb-512gb-ssd-mx-350-win-10-45461201.html,3,information not available,HP,Unknown,512 GB ,512GB SSD,873.46,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Vostro 3510 -Core I3-1115G4 -4GB - 1TB - 15.6 Inch FHD - Ubuntu,14990.0,7.000000000000001,13990.0,0.0,0.0,https://www.jumia.com.eg/dell-vostro-3510-core-i3-1115g4-4gb-1tb-15.6-inch-fhd-ubuntu-44750298.html,1,information not available,DELL,Unknown,4 GB ,unknown,452.75,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Alienware M15 R6 Gaming Laptop - Intel Core I7-11800H -  15.6 Inch  - 1TB SSD - 16GB RAM - Nvidia Geforce RTX 3070 6G - Windows 10 - Black,0.0,0.0,72615.0,0.0,0.0,https://www.jumia.com.eg/dell-alienware-m15-r6-gaming-laptop-intel-core-i7-11800h-15.6-inch-1tb-ssd-16gb-ram-nvidia-geforce-rtx-3070-6g-windows-10-black-45101058.html,2,Back to school offers,DELL,Gaming,16 GB ,1TB SSD,2350.0,Rayashop,60.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Victus 15-fb0036ne - AMD Ryzen 5-5600H - 8GB - 1TB SSD - NVIDIA GeForce GTX 1650 4GB - 15.6"" FHD - Win11 - Mica Silver",31319.0,7.000000000000001,28999.0,0.0,0.0,https://www.jumia.com.eg/hp-victus-15-fb0036ne-amd-ryzentm-5-5600h-8gb-1tb-ssd-nvidiar-geforce-gtx-1650-4gb-15.6-fhd-win11-mica-silver-45486291.html,1,information not available,HP,Unknown,8 GB ,1TB SSD,938.48,2B Stores Marketplace,86.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo IdeaPad 3 15ITL6 Laptop (Intel Core I5-1135G7 - 8GB Ram - HDD 1TB - Nvidia MX350 2GB - 15.6 Inch FHD TN) - Abyss Blue,21999.0,11.0,19499.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-3-15itl6-laptop-intel-core-i5-1135g7-8gb-ram-hdd-1tb-nvidia-mx350-2gb-15.6-inch-fhd-tn-abyss-blue-47452493.html,2,information not available,Lenovo,Laptop,8 GB ,unknown,631.04,MoreShopping,74.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP SPECTRE X360 16-F1013 ( Core I7-12700H -16G Ram- 512G NVMe-VGA Intel Iris Xe Graphics - 16″ 3K+ Touch - PEN - Win11 - Blue  ),0.0,0.0,77800.0,0.0,0.0,https://www.jumia.com.eg/hp-spectre-x360-16-f1013-core-i7-12700h-16g-ram-512g-nvme-vga-intel-iris-xe-graphics-16-3k-touch-pen-win11-blue-39073251.html,2,information not available,HP,Unknown,unknown,unknown,2517.8,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Vostro 3510-Core I5-1135G7- 1TB HDD- 4GB - MX350 Ubuntu,0.0,0.0,19990.0,0.0,0.0,https://www.jumia.com.eg/dell-vostro-3510core-i5-1135g7-1tb-hdd-4gb-mx350-ubuntu-44750315.html,1,information not available,DELL,Unknown,4 GB ,1TB HDD,646.93,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Latitude 5430 Laptop -Intel Core I5-12th -8GB -256GB -Intel Iris Xe -14.0-Inch FHD -Ubuntu -Silver -Arabic/English Keyboard,38499.0,9.0,34999.0,0.0,0.0,https://www.jumia.com.eg/dell-latitude-5430-laptop-intel-core-i5-12th-8gb-256gb-intel-iris-xe-14.0-inch-fhd-ubuntu-silver-arabicenglish-keyboard-34601022.html,2,information not available,DELL,Laptop,8 GB ,unknown,1132.65,goodbox,60.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL G15 Gaming Laptop 5520 I7-12700H-16 GB DDR5 4800 MHz-512 GB SSD-RTX 3050 4GB-Ubuntu,40000.0,8.0,36650.0,0.0,0.0,https://www.jumia.com.eg/dell-g15-gaming-laptop-5520-i7-12700h-16-gb-ddr5-4800-mhz-512-gb-ssd-rtx-3050-4gb-ubuntu-47743628.html,1,information not available,DELL,Gaming,16  GB ,512 GB SSD,1186.08,Arab business Marketplace,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP ProBook 450 G9 (12th Generation Intel Core I7 1255U - Ram 8GB - Hard 512 GB SSD - GPU Nvidia  MX570 2GB - Display15.6"" HD - Color Silver - OS DOS )",0.0,0.0,34649.0,0.0,0.0,https://www.jumia.com.eg/hp-probook-450-g9-12th-generation-intelr-coretm-i7-1255u-ram-8gb-hard-512-gb-ssd-gpu-nvidia-mx570-2gb-display15.6-hd-color-silver-os-dos-47640390.html,1,information not available,HP,Unknown,8 GB ,512 GB SSD,1121.33,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP ProBook 450 G9 (12th Generation Intel Core I5-1235U - Ram 8 GB - Hard 512 GB  SSD - GPU NVIDIA MX570 (2 GB) -Display 15.6"" FHD IPS - Color Silver- OS DOS- Fingerprint)",0.0,0.0,34649.0,0.0,0.0,https://www.jumia.com.eg/hp-probook-450-g9-12th-generation-intelr-coretm-i5-1235u-ram-8-gb-hard-512-gb-ssd-gpu-nvidia-mx570-2-gb-display-15.6-fhd-ips-color-silver-os-dos-fingerprint-47640391.html,1,information not available,HP,Unknown,8  GB ,512 GB  SSD,1121.33,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo Legion 5 15ITH6H Intel Corei7-11800H- Ram 16GB - 1TB SSD - GPU RTX 3060 6GB-15.6"" IPS FHD165 HZ- DOS- Phantom Blue",46999.0,2.0,45999.0,0.0,0.0,https://www.jumia.com.eg/lenovo-legion-5-15ith6h-intel-rcoretmi7-11800h-ram-16gb-1tb-ssd-gpu-rtx-3060-6gb-15.6-ips-fhd165-hz-dos-phantom-blue-47373484.html,1,information not available,Lenovo,Unknown,16 GB ,1TB SSD,1488.64,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo IdeaPad 1 15IAU7- Intel Core I5-1235U- 8GB RAM- 512GB SSD- Integrated Graphics- 15.6 FHD - Cloud Grey,25999.0,13.0,22749.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-1-15iau7-intel-core-i5-1235u-8gb-ram-512gb-ssd-integrated-graphics-15.6-fhd-cloud-grey-47452488.html,1,information not available,Lenovo,Unknown,8 GB ,512GB SSD,736.21,MoreShopping,74.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
915 Generation ITX Computer Case M06 Mini Desktop Case HTPC Case Industrial Control Case,2843.52,47.0,1504.64,0.0,0.0,https://www.jumia.com.eg/915-generation-itx-computer-case-m06-mini-desktop-case-htpc-case-industrial-control-case-46712345.html,1,information not available,ITX,Desktop,unknown,unknown,48.69,JG-Papating,66.0,EGP 609.16,24 September,10hrs 40mins,EGP 609.16,24 September,10hrs 40mins
"Lenovo Ideapad Gaming 3 ( Core I7-12650H-16G Ram – 512NVME -VGA Nvidia 4G RTX 3060 – 15.6 FHD 165Hz -Grey )- DOS ""No Windows""",0.0,0.0,55700.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-gaming-3-core-i7-12650h-16g-ram-512nvme-vga-nvidia-4g-rtx-3060-15.6-fhd-165hz-grey-dos-no-windows-37862103.html,1,information not available,Lenovo,Gaming,unknown,unknown,1802.59,Elite for trade Marketplace,50.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Pavilion 14-dv0027ne - I5 1135G7 - 8GB - 512GB SSD-MX450,0.0,0.0,24990.0,0.0,0.0,https://www.jumia.com.eg/hp-pavilion-14-dv0027ne-i5-1135g7-8gb-512gb-ssd-mx450-45486309.html,2,information not available,HP,Unknown,8 GB ,512GB SSD,808.74,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
USB 2.0+ 3.0 Port Chassis PC Computer Front Panel Replace,327.6,44.0,182.0,0.0,0.0,https://www.jumia.com.eg/generic-usb-2.0-3.0-port-chassis-pc-computer-front-panel-replace-36699619.html,1,information not available,Unknown,Unknown,unknown,unknown,5.89,JG-granel,60.0,EGP 119.78,24 September,10hrs 40mins,EGP 119.78,24 September,10hrs 40mins
"Asus Vivobook Pro 15 -D3500QC-OLED007W - 15.6"" FHD OLED AMD Ryzen 7 5800H - 16GB - 512GB SSD - NVIDIA GeForce RTX 3050 4GB - Quiet Blue",34116.0,2.0,33484.0,0.0,0.0,https://www.jumia.com.eg/asus-vivobook-pro-15-d3500qc-oled007w-15.6-fhd-oled-amd-ryzentm-7-5800h-16gb-512gb-ssd-nvidiar-geforce-rtxtm-3050-4gb-quiet-blue-47166133.html,1,information not available,Asus,Unknown,16 GB ,512GB SSD,1083.62,Jumia,100.0,Free delivery,05 September,5hrs 10mins,Free delivery,05 September,5hrs 10mins
"Lenovo IdeaPad Gaming 3 15IHU6-Intel Core I7-11370H-15.6"" FHD (1920x1080)-NVIDIA GeForce RTX 3050 4GB GDDR6-1x 16GB SO-DIMM DDR4-3200 -512GB SSD M.2 2242-Dos (82K100F5ED)",45000.0,11.0,40000.0,0.0,0.0,https://www.jumia.com.eg/lenovo-ideapad-gaming-3-15ihu6-intel-core-i7-11370h-15.6-fhd-1920x1080-nvidia-geforce-rtx-3050-4gb-gddr6-1x-16gb-so-dimm-ddr4-3200-512gb-ssd-m.2-2242-dos-82k100f5ed-31148516.html,1,information not available,Lenovo,Gaming,4 GB ,512GB SSD,1294.5,flash TECH,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
DELL Vostro 15-3510 Core I3 -1115 G4 -15.6 Inch-4 GB DDR4-256 SSD -Intel UHD Graphics-Ubuntu,25000.0,46.0,13499.0,0.0,0.0,https://www.jumia.com.eg/dell-vostro-15-3510-core-i3-1115-g4-15.6-inch-4-gb-ddr4-256-ssd-intelr-uhd-graphics-ubuntu-47743629.html,2,information not available,DELL,Unknown,4  GB ,256 SSD,436.86,Arab business Marketplace,94.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo ThinkBook 15P - Intel Core I7-10750H - 16GB RAM - 512GB SSD - Display 15.6 Inch - VGA 4GB - Grey,0.0,0.0,57999.0,0.0,0.0,https://www.jumia.com.eg/lenovo-thinkbook-15p-intel-core-i7-10750h-16gb-ram-512gb-ssd-display-15.6-inch-vga-4gb-grey-28215485.html,1,information not available,Lenovo,Unknown,16 GB ,512GB SSD,1876.99,Enterprise Technology Solution Marketplace,60.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Lenovo Laptop Lenovo IdeaPad 1  Intel Core I3-1215U- 4GB RAM- 256GB SSD-15.6 HD Win 11 -Grey,15599.0,7.000000000000001,14577.0,0.0,0.0,https://www.jumia.com.eg/lenovo-laptop-lenovo-ideapad-1-intel-core-i3-1215u-4gb-ram-256gb-ssd15.6-hd-win-11-grey-47640397.html,1,information not available,Lenovo,Laptop,4 GB ,256GB SSD,471.75,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Envy X360 -13-bd0003ne I5-1135G7- 8GB - 512GB- Iris X,0.0,0.0,34490.0,0.0,0.0,https://www.jumia.com.eg/hp-envy-x360-13-bd0003ne-i5-1135g7-8gb-512gb-iris-x-45486307.html,1,information not available,HP,Unknown,8 GB ,unknown,1116.18,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus VivoBook 15 X1502ZA-BQ005W - 15.6'' Inch FHD Intel Core I5-1235U 8GB 512GB SSD Intel UHD Graphics - Quiet Blue,21179.0,2.0,20787.0,0.0,0.0,https://www.jumia.com.eg/asus-vivobook-15-x1502za-bq005w-15.6-inch-fhd-intel-core-i5-1235u-8gb-512gb-ssd-intel-uhd-graphics-quiet-blue-47571344.html,8,information not available,Asus,Unknown,8 GB ,512GB SSD,672.72,Jumia,100.0,Free delivery,05 September,5hrs 10mins,Free delivery,05 September,5hrs 10mins
6-level Adjustable Laptop Stand Portable Folding Aluminum,820.0,40.0,492.0,0.0,0.0,https://www.jumia.com.eg/generic-6-level-adjustable-laptop-stand-portable-folding-aluminum-44297992.html,8,information not available,Unknown,Laptop,unknown,unknown,15.92,JG-Comebuywide,60.0,EGP 234.48,24 September,10hrs 40mins,EGP 234.48,24 September,10hrs 40mins
DELL Laptop Dell Inspiron 13 5310 I7-11390H 16GB  512GB SSD VGA  2GB MX450 13.3-inch   Non-Touch  Win 11,47888.0,12.0,42066.0,0.0,0.0,https://www.jumia.com.eg/dell-laptop-dell-inspiron-13-5310-i7-11390h-16gb-512gb-ssd-vga-2gb-mx450-13.3-inch-non-touch-win-11-39522161.html,1,information not available,DELL,Laptop,16 GB ,512GB SSD,1361.36,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Asus TUF Gaming A15 FA507NU-LP045W (RYZEN 7-7735HS - Ram 16GB DDR5 - Hard 512 SSD - GPU NVIDIA GeForce RTX 4050 6GB - Display 15.6"" FHD 144HZ- OS WIN11 - Color JAEGER GRAY)",56666.0,2.0,55555.0,0.0,0.0,https://www.jumia.com.eg/asus-tuf-gaming-a15-fa507nu-lp045w-ryzen-7-7735hs-ram-16gb-ddr5-hard-512-ssd-gpu-nvidiar-geforce-rtx-4050-6gb-display-15.6-fhd-144hz-os-win11-color-jaeger-gray-47596444.html,1,information not available,Asus,Gaming,16 GB ,512 SSD,1797.9,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus Vivobook 15 X1500EP- I7-1165G7- 8GB- 512GB SSD- Nvidia MX 330 2GB- 15.6” FHD- WIN 11 - Silver,29999.0,12.0,26549.0,0.0,0.0,https://www.jumia.com.eg/asus-vivobook-15-x1500ep-i7-1165g7-8gb-512gb-ssd-nvidia-mx-330-2gb-15.6-fhd-win-11-silver-47640395.html,2,information not available,Asus,Unknown,512 GB ,512GB SSD,859.19,MoreShopping,74.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
Asus Vivobook 15 X1502ZA-BQ005W (12th  Intel Core I5-1235U -Ram 8GB -Hard 512GB SSD - GPU Intel UHD- Display 15.6″ FHD - OS Win 11- Color Quiet Blue),0.0,0.0,22999.0,0.0,0.0,https://www.jumia.com.eg/asus-vivobook-15-x1502za-bq005w-12th-intel-core-i5-1235u-ram-8gb-hard-512gb-ssd-gpu-intelr-uhd-display-15.6-fhd-os-win-11-color-quiet-blue-47596437.html,1,information not available,Asus,Unknown,8 GB ,512GB SSD,744.3,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP Pavilion 15-eg0051ne -Core I5-1135G7 -8GB- 1TB- MX130 2GB - Win 10,0.0,0.0,26490.0,0.0,0.0,https://www.jumia.com.eg/hp-pavilion-15-eg0051ne-core-i5-1135g7-8gb-1tb-mx130-2gb-win-10-45461197.html,1,information not available,HP,Unknown,2 GB ,unknown,857.28,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Lenovo Laptop Lenovo Flex 5 - X360 Core-i5-1135G7- 8GB- 256GB SSD- Intel Iris  14""   Storm Grey- Win11",33133.0,6.0,31299.0,0.0,0.0,https://www.jumia.com.eg/lenovo-laptop-lenovo-flex-5-x360-core-i5-1135g7-8gb-256gb-ssd-intel-iris-14-storm-grey-win11-45269090.html,1,information not available,Lenovo,Laptop,256 GB ,256GB SSD,1012.91,Winner- Brands,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"Asus Vivobook 14 Flip  ( 11th Intel Core I5-1135G7 - Ram 8GB On Board - Hard 512GB SSD -GPU Intel Iris Xᵉ Shared -Display 14.0"" FHD Touch Flip -OS Win 11 -Indie Black )",26777.0,5.0,25399.0,0.0,0.0,https://www.jumia.com.eg/asus-vivobook-14-flip-11th-intel-core-i5-1135g7-ram-8gb-on-board-hard-512gb-ssd-gpu-intel-iris-x-shared-display-14.0-fhd-touch-flip-os-win-11-indie-black-47570779.html,1,information not available,Asus,Unknown,8 GB ,512GB SSD,821.97,Brothers Computer Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
HP ProBook 450 15.6 Inch G9 PC,27300.0,2.0,26700.0,0.0,0.0,https://www.jumia.com.eg/hp-probook-450-15.6-inch-g9-pc-47335729.html,2,information not available,HP,Unknown,unknown,unknown,864.08,Giga Security Systems Store,60.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
PELADN Mini PC Celeron N5105 UHD Graphics DDR4 8G+256G,10366.72,35.0,6688.32,0.0,0.0,https://www.jumia.com.eg/generic-peladn-mini-pc-celeron-n5105-uhd-graphics-ddr4-8g256g-46356143.html,2,information not available,Unknown,Unknown,unknown,unknown,216.45,JG-PandaHo,60.0,"EGP 2,527.12",24 September,10hrs 40mins,"EGP 2,527.12",24 September,10hrs 40mins
Asus TUF Gaming A15 FA507RC-HN007W - 15.6-inch FHD AMD Ryzen 7 6800HS 16GB 512GB SSD NVIDIA GeForce RTX 3050 - Mecha Gray,36062.0,2.0,35394.0,0.0,0.0,https://www.jumia.com.eg/asus-tuf-gaming-a15-fa507rc-hn007w-15.6-inch-fhd-amd-ryzentm-7-6800hs-16gb-512gb-ssd-nvidiar-geforcer-rtxtm-3050-mecha-gray-47166134.html,3,information not available,Asus,Gaming,16 GB ,512GB SSD,1145.44,Jumia,100.0,Free delivery,05 September,5hrs 10mins,Free delivery,05 September,5hrs 10mins
HP Pavilion 15-Eg0054ne Core I5-1135G7-8GB-1TB SSD-MX350 2GB - Win 10,0.0,0.0,27490.0,0.0,0.0,https://www.jumia.com.eg/hp-pavilion-15-eg0054ne-core-i5-1135g7-8gb-1tb-ssd-mx350-2gb-win-10-45461198.html,2,information not available,HP,Unknown,2 GB ,1TB SSD,889.64,GRD international Marketplace,100.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
"HP Probook 450G9-CoreI5-1235U-15.6HD-8GB-512GBSSD-MX5702GB-DOS""NoWindows""-SilverAluminum",36000.0,22.0,27999.0,0.0,0.0,https://www.jumia.com.eg/hp-probook-450g9-corei5-1235u-15.6hd-8gb-512gbssd-mx5702gb-dosnowindows-silveraluminum-39136970.html,1,information not available,HP,Unknown,unknown,512GBSSD,906.12,scope shop,60.0,EGP 52.44,06 September,07 September,EGP 52.44,06 September,07 September
